feature,count,mean,std,min,25%,50%,75%,max
close_loc,43736.0,0.5111025698954453,0.2895227140630698,0.0,0.25850854153129754,0.514569966351234,0.7652625167079247,0.9999999999999996
bar_up,43736.0,0.5059904883848546,0.49996982856363364,0.0,0.0,1.0,1.0,1.0
bar_down,43736.0,0.4938951893177245,0.49996844568428017,0.0,0.0,0.0,1.0,1.0
gap_open_prev_close,43736.0,-2.4852855885123735e-08,2.9592886471772575e-05,-0.0018973905993231,-8.147999897012427e-08,0.0,9.33730490704221e-08,0.000986178104581
close_to_sma_6,43736.0,6.643822835296728e-05,0.007817487216222057,-0.0985822119925036,-0.0027446938401431004,0.00012343068183845002,0.002973868618464925,0.0850977214871044
close_to_sma_12,43736.0,0.00015195876447791595,0.011723012502101952,-0.1083114443878079,-0.00424004965809535,0.00018022852094785,0.0046365943920338,0.0966557251017385
close_to_sma_24,43736.0,0.00032446680511764354,0.017194780135018843,-0.1471692154981528,-0.006797747586232425,0.00029648159635760004,0.007679019694109425,0.1254677721759305
close_to_sma_48,43736.0,0.0006703234320465795,0.024311885490964528,-0.1835498307911429,-0.010198916331861974,0.00047539495817545,0.011892203412194473,0.1778009785286023
close_to_sma_72,43736.0,0.0010343333378584187,0.02980663029014434,-0.2165967256971576,-0.012994641510775048,0.0007376254635699,0.015509701426970524,0.1871453058636747
close_to_ema_6,43736.0,4.73028539344258e-05,0.006439529020846761,-0.082158827595021,-0.00221782887320535,0.00010177353149570001,0.002455758728684175,0.0713722001454282
close_to_ema_12,43736.0,0.00011327583594441325,0.00996639721009706,-0.1082271677711113,-0.003589714508712475,0.0001872281935424,0.0040325011399719255,0.085777433784161
close_to_ema_24,43736.0,0.00024844256705289393,0.01463965716267877,-0.1379065526265125,-0.005694474213420075,0.00030045691400615,0.0065458610557736,0.1104931413477559
close_to_ema_48,43736.0,0.0005302088206031253,0.020990381438913595,-0.1698912504158285,-0.008839240914252276,0.000504251316988,0.01048932828114615,0.1474487593085351
close_to_ema_72,43736.0,0.0008211303352534003,0.02583894009753807,-0.1976402651369937,-0.011249292938129275,0.00067014704235295,0.01379925510580495,0.1660120606418216
sma_cross_6_24,43736.0,0.00022927665569326104,0.013322003805899724,-0.0976267772716112,-0.005354284500573375,0.0002167099793499,0.0059558750066668244,0.092855566835698
sma_cross_12_48,43736.0,0.00046331023911143056,0.018560038875633775,-0.1124522448701126,-0.0078286982163643,0.00043726167055054997,0.0088936510531346,0.1196431078443829
ema_cross_12_24,43736.0,9.679871023336155e-05,0.006222261906090645,-0.0413644317174849,-0.0025584855959913,0.00014460424425605,0.00297170673933685,0.0377634259015942
vol_6h,43736.0,0.005031704125870097,0.003989249466695059,0.000142874619668,0.0024230986141718,0.0039556206763062506,0.0064086749587296,0.0547685987212435
vol_24h,43736.0,0.005463602301070723,0.0033431126251745793,0.0004545989172517,0.0032578775044976,0.0048058163071796,0.006706809386143025,0.0344916370011159
vol_72h,43736.0,0.00569702476945489,0.002949625729304206,0.0008891784209634,0.0037229101602627,0.0050673165038390006,0.006852288152235399,0.0264724578423791
downside_vol_24h,43736.0,0.003235143868753189,0.0022924358890568084,0.0002456425455842,0.001715386142081225,0.0026639607142698,0.0040660920731187995,0.0238848167371689
downside_vol_72h,43736.0,0.003481923818220881,0.001972933189710587,0.0004455675581242,0.002174192646195725,0.0030272775048771,0.0041832901679237,0.0189938913135902
atr_14_pct,43736.0,0.008512113616672144,0.005435530684899832,0.0006531455944484,0.00508024048491135,0.007391437196595451,0.010377847634746725,0.0890412245603353
rsi_14,43736.0,50.56725666456333,12.090769027747353,5.56056701269047,42.80737838535789,50.48888590839388,58.199077713927466,91.84222681863996
macd_line_pct,43736.0,2.3149126949068765e-05,0.007099414791938983,-0.0529054125665663,-0.002931223700886275,0.00017368044572095,0.003369939415550875,0.0395719678638041
macd_signal_pct,43736.0,2.531103580769034e-05,0.0066834221531666205,-0.0476738073289979,-0.00282702178559775,0.00017048074614635,0.0032082620852173747,0.0373987409791949
macd_hist_pct,43736.0,-2.1619088586205124e-06,0.0021335011266446964,-0.0149286443661898,-0.0009987446081792,-2.6425721057601572e-05,0.0009548172930812749,0.0134543190718334
log_volume,43736.0,7.398898305401474,1.0962912434811396,0.0,6.620602696286865,7.297498401817439,8.11196686349644,11.829254676166393
log_quote_volume,43736.0,18.152106253509462,0.8748052618334944,0.0,17.547039208531203,18.15299732497404,18.745931489759485,21.82375425467021
log_trades,43736.0,11.294270628151745,0.8637566123794267,0.0,10.64134515786313,11.21529406164211,11.907838426459197,15.07404199963793
vol_z_24,43736.0,-0.02010554017364529,1.0578218789827132,-4.491657424304441,-0.8049308848092868,-0.15039503973484059,0.65098013831506,4.0450262652623605
quote_vol_z_24,43736.0,-0.01937821705691342,1.0575738759499274,-4.6545277874841,-0.8032473908683458,-0.14831941944184215,0.6522709851507731,4.056332772286083
trades_z_24,43736.0,-0.014039599711502954,1.0558947952670235,-4.606906675981918,-0.7970523021067264,-0.15793670421178696,0.6716348068842172,4.3427591431242965
vol_ratio_24,43736.0,1.023081663104836,0.7204365063584557,0.0,0.5908240761429902,0.8225042127246809,1.2057311150703505,13.105606052990971
quote_vol_ratio_24,43736.0,1.0231856876203447,0.719100871767487,0.0,0.5909077150431978,0.8234938290946329,1.2063988128428327,13.33607468873534
taker_buy_base_share,43736.0,0.48904300722085287,0.05609962505317404,0.0,0.4598098281297247,0.49232740618389864,0.5190528247654511,0.8085652394647963
taker_buy_quote_share,43736.0,0.4890691078429172,0.05610094969025432,0.0,0.45986164757297954,0.492362107758723,0.5190894036358279,0.8085846255636604
order_flow_imbalance,43736.0,-0.02191398555829417,0.11219925010634804,-1.0,-0.08038034374055048,-0.015345187632202599,0.0381056495309023,0.6171304789295926
hour_sin,43736.0,-0.00021397372847719166,0.7070967888516079,-1.0,-0.7071067811865477,0.0,0.7071067811865475,1.0
hour_cos,43736.0,-0.00012297226946939038,0.7071328978839099,-1.0,-0.7071067811865479,-1.8369701987210294e-16,0.7071067811865474,1.0
dow_sin,43736.0,0.000954701119763772,0.7071230097623976,-0.9749279121818236,-0.7818314824680299,0.0,0.7818314824680298,0.9749279121818236
dow_cos,43736.0,0.0008465388169370686,0.7071055691531676,-0.9009688679024191,-0.900968867902419,-0.2225209339563143,0.6234898018587336,1.0
