feature,count,mean,std,min,25%,50%,75%,max
macd_line_pct,43736.0,-2.8402155340138593e-05,0.011533380873076206,-0.117176601343673,-0.0044384036492705,-0.00013228485822055,0.004216390904850425,0.1158343112702753
macd_signal_pct,43736.0,-2.4288832912289417e-05,0.01082547372259022,-0.0989732271704417,-0.004286035123457824,-0.0001221010555449,0.004050804857807875,0.0979082960487097
macd_hist_pct,43736.0,-4.113322427849037e-06,0.0035605081316665388,-0.0789517642143825,-0.0013880668425272499,8.58314520544384e-08,0.001390696831332475,0.0481053103599839
log_volume,43736.0,16.25556968277688,0.916854080803083,0.0,15.66189318599889,16.24366940586038,16.81164786075538,21.062738987674532
log_quote_volume,43736.0,16.017612397091142,1.0090630346208513,0.0,15.340913124961977,15.935256223584789,16.612880997215214,20.453569545630277
log_trades,43736.0,9.641440753254404,1.139239990208062,0.0,8.77690007980662,9.481397494731969,10.445019374393329,14.24528446517844
vol_z_24,43736.0,-0.03551699563703817,1.0675175602563864,-4.657131316012295,-0.8115434088922565,-0.13572659884983485,0.6359683138956699,4.225570374001184
quote_vol_z_24,43736.0,-0.03512792353655781,1.068133308039975,-4.651746713297771,-0.81189520474673,-0.13603793290275623,0.6379618661879354,4.214428586917568
trades_z_24,43736.0,-0.03561753889480048,1.0682710140686777,-4.549960195217457,-0.8112210653150939,-0.17342615082072754,0.6119343794248349,4.395009357948853
vol_ratio_24,43736.0,1.0237652244069302,0.7428687271522514,0.0,0.6039373344019976,0.8328245139123348,1.1934712668500522,16.606907825990778
quote_vol_ratio_24,43736.0,1.0244960120416065,0.745314263860026,0.0,0.6043874463222068,0.8334550465500079,1.1945524846787303,17.47940019884244
taker_buy_base_share,43736.0,0.49440537329589207,0.055532894885055126,0.0,0.4611689089936687,0.49443843067951354,0.5277580345021191,0.7716155077362188
taker_buy_quote_share,43736.0,0.49443890626893605,0.05552875362996244,0.0,0.46121477672931677,0.4944634155434104,0.52777861705696,0.7716051855060732
order_flow_imbalance,43736.0,-0.011189253408215812,0.11106578977011021,-1.0,-0.07766218201266245,-0.01112313864097275,0.055516069004238194,0.5432310154724376
hour_sin,43736.0,-0.00021397372847719166,0.7070967888516079,-1.0,-0.7071067811865477,0.0,0.7071067811865475,1.0
hour_cos,43736.0,-0.00012297226946939038,0.7071328978839099,-1.0,-0.7071067811865479,-1.8369701987210294e-16,0.7071067811865474,1.0
dow_sin,43736.0,0.000954701119763772,0.7071230097623976,-0.9749279121818236,-0.7818314824680299,0.0,0.7818314824680298,0.9749279121818236
dow_cos,43736.0,0.0008465388169370686,0.7071055691531676,-0.9009688679024191,-0.900968867902419,-0.2225209339563143,0.6234898018587336,1.0
