Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
Logistic Regression,0.0015451891406336373,0.5599273043706128,0.13018948264849906,0.0002753553334634904,0.17569674071732885,0.5777186064436342,0.04444672551837405,0.0023460371040855484,sol,long_only,with_cost
RSI,-0.002821218975209639,0.5203157650336662,0.4774179804005113,3.2860142940684856e-05,0.01569200591505004,0.5400937577103381,0.44948665297741275,0.00018314959407560128,sol,long_only,with_cost
SMA,0.019759959623761404,0.5441860465116279,0.025058899121867637,0.0004903445098910142,0.0944628434724497,0.55,0.009077780070146483,0.0015785240511209258,sol,long_only,with_cost
XGBoost,0.0019810356167175845,0.5253734756498345,0.07430274643389398,0.00017282498152751483,-0.0029650534966081865,0.5131974893408859,0.10285362348593718,2.944481758716584e-05,sol,long_only,with_cost
GRU,0.006468010708214465,0.5574020875760441,0.1447171824973319,-0.00018671223767063806,0.10208553997996302,0.545195032589655,0.15659058194530126,0.001332844112221674,sol,long_only,no_cost
LightGBM,-0.024185797915785727,0.5605886758109696,0.03496912923142431,-0.00035678682384147957,0.12084838605591611,0.5430139462521826,0.07354752617532334,0.0013142561011564408,sol,long_only,no_cost
Logistic Regression,0.009542412568354017,0.5599273043706128,0.13018948264849906,0.0004505538620782507,0.20600010710448804,0.5777186064436342,0.04444672551837405,0.002594368320038855,sol,long_only,no_cost
RSI,0.0028279061892111843,0.5203157650336662,0.4774179804005113,9.949585225110969e-05,0.028873503108653192,0.5400937577103381,0.44948665297741275,0.0002548248963208517,sol,long_only,no_cost
SMA,0.0208452190523514,0.5441860465116279,0.025058899121867637,0.0005082514866352001,0.09612664689091657,0.55,0.009077780070146483,0.001604774051120926,sol,long_only,no_cost
XGBoost,0.020774235335552078,0.5253734756498345,0.07430274643389398,0.00046696547916363755,0.02206030872199181,0.5131974893408859,0.10285362348593718,0.0002898020252017231,sol,long_only,no_cost
GRU,-0.0039001956888431877,0.511097677156477,0.1373721992603872,4.614768633699698e-05,-0.009776375214648584,0.5052382519160743,0.5932636964399914,-9.045220472267091e-05,sol,short_only,with_cost
LightGBM,-0.04047359382113304,0.4989909537942447,0.16064453125,-0.0006150686548350248,-0.004593843150339336,0.5078701243319833,0.32136025504782145,-9.031452645755384e-05,sol,short_only,with_cost
Logistic Regression,-0.05836208741546352,0.5209886318827931,0.15364583333333331,-0.0008739383164635779,7.99310422100268e-05,0.5301099260162996,0.39601487778958555,-1.8694498435216875e-06,sol,short_only,with_cost
RSI,-0.01751104128312789,0.5131288343558282,0.4541702867072111,-0.00035488412711910666,-0.014977991376077438,0.5153119963159106,0.4762715471376889,-0.0001833429460591582,sol,short_only,with_cost
SMA,0.04201856063608315,0.5362776025236593,0.037061260082842815,0.001558389051408363,-0.07157311110642572,0.4320388349514563,0.01901303140354625,-0.001549785877419769,sol,short_only,with_cost
XGBoost,-0.03298547555441934,0.5134963670656694,0.055989583333333336,-0.0005305046348216117,-0.026378458020207714,0.4940867908486122,0.12369819341126462,-0.00027210285657270077,sol,short_only,with_cost
GRU,0.0018191769129195842,0.511097677156477,0.1373721992603872,0.00017030849305867737,-0.005901494088676475,0.5052382519160743,0.5932636964399914,-3.3020184531819084e-05,sol,short_only,no_cost
LightGBM,-0.026778905719828158,0.4989909537942447,0.16064453125,-0.0003660100509094591,0.013768088333347878,0.5078701243319833,0.32136025504782145,9.857604601146693e-05,sol,short_only,no_cost
Logistic Regression,-0.05054517698804922,0.5209886318827931,0.15364583333333331,-0.0007263194622005398,0.013559794594734857,0.5301099260162996,0.39601487778958555,0.00011785113945364249,sol,short_only,no_cost
RSI,-0.016242359431344257,0.5131288343558282,0.4541702867072111,-0.00028471234797800243,-0.012087571785689642,0.5153119963159106,0.4762715471376889,-0.00011717900408356532,sol,short_only,no_cost
SMA,0.0427835061479296,0.5362776025236593,0.037061260082842815,0.0015749505656039468,-0.07071934754282806,0.4320388349514563,0.01901303140354625,-0.0015243004405265646,sol,short_only,no_cost
XGBoost,-0.013544671289386615,0.5134963670656694,0.055989583333333336,-0.00022511892782291104,-0.005041764405736775,0.4940867908486122,0.12369819341126462,-2.277025106407471e-06,sol,short_only,no_cost
GRU,0.025428279385561303,0.6124869058090353,0.24430344577654817,0.00038397029965653816,0.08603320204386083,0.5182080254288548,0.24270410549416405,0.0009512590449906962,sol,long_short,with_cost
LightGBM,-0.012691994779523283,0.7245837346760442,0.0465438655436094,-8.809580372128644e-05,0.04333473956095297,0.5315079656904264,0.09662970417864866,0.0004392384039978122,sol,long_short,with_cost
Logistic Regression,-0.006834026106882291,0.6715938952648248,0.06889248437980508,4.088856586842362e-05,0.07723296361111928,0.5623485554368362,0.07336576445950584,0.0006633669096986545,sol,long_short,with_cost
RSI,-0.009028804863553133,0.5167222996947471,0.46579413355386123,-0.00018412361994331073,-0.00610587400253087,0.5277028770131243,0.46287910005755084,-3.585673057962266e-05,sol,long_short,with_cost
SMA,0.03053434307420482,0.5720930232558139,0.01743461633660419,0.0012099693414429663,0.01712130486780509,0.45681818181818185,0.004966149167737202,0.0005500415672145679,sol,long_short,with_cost
XGBoost,-0.01317794392908592,0.5195017301795672,0.06316745516124359,-0.00013712779405469604,-0.01647435599195405,0.5028603340291845,0.10996855426867594,-0.00016988574967272677,sol,long_short,with_cost
GRU,0.03303341332176367,0.6124869058090353,0.24430344577654817,0.0004850809418957577,0.10783453102958997,0.5182080254288548,0.24270410549416405,0.0011112341057566567,sol,long_short,no_cost
LightGBM,0.001333293304542741,0.7245837346760442,0.0465438655436094,0.00018890455863979124,0.07483328924698787,0.5315079656904264,0.09662970417864866,0.0006711196893254748,sol,long_short,no_cost
Logistic Regression,0.0015006722767792937,0.6715938952648248,0.06889248437980508,0.0002183017681742445,0.11571004785968708,0.5623485554368362,0.07336576445950584,0.0008628823396925944,sol,long_short,no_cost
RSI,-0.007471856500944745,0.5167222996947471,0.46579413355386123,-8.729112173285976e-05,0.0011068680083329617,0.5277028770131243,0.46287910005755084,6.239839090679942e-05,sol,long_short,no_cost
SMA,0.031217776429566524,0.5720930232558139,0.01743461633660419,0.0012256589966153802,0.0184292298551812,0.45681818181818185,0.004966149167737202,0.0005769646441376448,sol,long_short,no_cost
XGBoost,0.006741961161121029,0.5195017301795672,0.06316745516124359,0.00016660362920973299,0.007108672901340544,0.5028603340291845,0.10996855426867594,0.00011659362126476796,sol,long_short,no_cost
