Model,Validation Sharpe,Validation Precision,Validation Recall,Validation Avg Return,Test Sharpe,Test Precision,Test Recall,Test Avg Return,Scope,Strategy_Mode,Cost_Regime
RSI,0.016162861877852208,0.549043549043549,0.4917973022238425,0.0001284287963732067,0.015881843037683606,0.5310330747243773,0.4720508166969147,0.00016442428477647067,xrp,long_only,no_cost
SMA,0.025847491196376606,0.5341463414634147,0.040087863811092805,0.0004232952161745058,0.0578202105205201,0.5005359056806002,0.08503277494537509,0.000987341126089375,xrp,long_only,no_cost
XGBoost,0.019860705265418617,0.5498285011833635,0.056987973760932946,0.0001935037894412791,0.023804256590957737,0.5247159911130127,0.10536103047895501,0.0002490502441612795,xrp,long_only,no_cost
GRU,0.0643152876657931,0.6038841988158815,0.046875,4.902384187455697e-05,-0.03960070491596728,0.5097975049724615,0.23593575937616043,-0.0005772691903394933,xrp,short_only,with_cost
LightGBM,-0.02276102326831675,0.5572301982407453,0.017532221379833207,-0.0006633725534743345,-0.04608673060344531,0.49372562882882,0.19938877569920355,-0.0005296450701647237,xrp,short_only,with_cost
Logistic Regression,-0.059545107298010096,0.5769791755254489,0.035585670962850646,-0.001255915287839964,-0.0067581714530916825,0.5193766327215819,0.5518151509538803,-6.843987989666734e-05,xrp,short_only,with_cost
RSI,-0.008225648981658165,0.5265858208955224,0.4284629981024668,-7.468009057230989e-05,-0.025181162280663104,0.5174328225627359,0.43220181784455575,-0.0002647632003903527,xrp,short_only,with_cost
SMA,0.008750674414277146,0.49344978165938863,0.021511517228250523,0.0001511962377994429,-0.09384795714094653,0.46867749419953597,0.03760938372742506,-0.0018839867103911817,xrp,short_only,with_cost
XGBoost,-0.05138258798648113,0.5304217577839421,0.04861637604245641,-0.0007723904251232744,-0.023139445641746144,0.5038020998599749,0.23194110020374142,-0.0002393761694841728,xrp,short_only,with_cost
GRU,0.09244817445003681,0.6038841988158815,0.046875,0.0002812787521087222,-0.029036199190825326,0.5097975049724615,0.23593575937616043,-0.00042833839406494783,xrp,short_only,no_cost
LightGBM,-0.0011962246526453068,0.5572301982407453,0.017532221379833207,-0.00033736515089063214,-0.025072182810325853,0.49372562882882,0.19938877569920355,-0.0002927399831041717,xrp,short_only,no_cost
Logistic Regression,-0.048088532595647084,0.5769791755254489,0.035585670962850646,-0.0010276243034769614,0.0025121820510871948,0.5193766327215819,0.5518151509538803,2.492600315521085e-05,xrp,short_only,no_cost
RSI,-0.0021481257260119956,0.5265858208955224,0.4284629981024668,-1.9502851766339786e-05,-0.020464078755185324,0.5174328225627359,0.43220181784455575,-0.0002151740376099841,xrp,short_only,no_cost
SMA,0.009808354156411963,0.49344978165938863,0.021511517228250523,0.0001695368491531547,-0.09260337192925422,0.46867749419953597,0.03760938372742506,-0.0018588126964700679,xrp,short_only,no_cost
XGBoost,-0.0305058527135497,0.5304217577839421,0.04861637604245641,-0.0004706536617238231,-0.0008302218615972674,0.5038020998599749,0.23194110020374142,-2.359873277100572e-05,xrp,short_only,no_cost
GRU,0.07850545324835885,0.7803511903170317,0.025400085767219194,0.00036230954350398303,-0.043977903360677924,0.5160658496405173,0.12200465907613786,-0.000630642422074578,xrp,long_short,with_cost
LightGBM,-0.02878401960095473,0.5983710295258919,0.014922005030757022,-0.0005323910990075467,-0.01891516798483776,0.5497388412730112,0.11896354425549428,-0.0001667113541620004,xrp,long_short,with_cost
Logistic Regression,-0.032667395592222294,0.7849952750578855,0.025293192591127216,-0.0005476201564838542,-0.001512709599418311,0.5962825769978244,0.2832636696482792,-1.465903123933075e-05,xrp,long_short,with_cost
RSI,0.0030380641801080657,0.5377074044822288,0.4408324842729083,2.612462639215536e-05,-0.011968290186089739,0.5235711648024948,0.4346806401246026,-0.00012478100140009542,xrp,long_short,with_cost
SMA,-0.01482194357603455,0.5234566079109387,0.03440532869844621,-0.00017971598833174443,-0.019426246461401873,0.5066669027049993,0.06631093747097215,-0.0003266640657472588,xrp,long_short,with_cost
XGBoost,-0.034725446424260405,0.5399188788951409,0.05863594523967932,-0.00042310665212893736,-0.02149100903172177,0.515240905109593,0.17486277309457135,-0.00022720716536331375,xrp,long_short,with_cost
GRU,0.10512221967547808,0.7803511903170317,0.025400085767219194,0.0005889247987357878,-0.03362327338074801,0.5160658496405173,0.12200465907613786,-0.0004860564959218617,xrp,long_short,no_cost
LightGBM,-0.009294249916907327,0.5983710295258919,0.014922005030757022,-0.0002203298767188805,-0.00010083463918694464,0.5497388412730112,0.11896354425549428,6.289166314451209e-05,xrp,long_short,no_cost
Logistic Regression,-0.01999006164821295,0.7849952750578855,0.025293192591127216,-0.0003299881203895018,0.007350581744680727,0.5962825769978244,0.2832636696482792,7.867547498969008e-05,xrp,long_short,no_cost
RSI,0.01045924721200287,0.5377074044822288,0.4408324842729083,8.99378780372654e-05,-0.006309139645950688,0.5235711648024948,0.4346806401246026,-6.5783543679304e-05,xrp,long_short,no_cost
